year,category,value
2019,CAPEX_FIXED,22682000.0
2019,CAPEX_INTANGIBLE,65504000.0
2019,CASH,4513582000.0
2019,COGS,-4033454000.0
2019,DEBT_LONG,7432019000.0
2019,DEBT_LONG_FIN,0.0
2019,DEBT_SHORT,3354355000.0
2019,DEBT_SHORT_FIN,0.0
2019,DEPRECIATION,1117416000.0
2019,EBIT,1351248000.0
2019,EBT,304566000.0
2019,EQUITY,3362345000.0
2019,FIN_CF,2312422000.0
2019,FIN_EXPENSE,-3002466000.0
2019,FIN_INCOME,1955784000.0
2019,FIN_INVESTMENTS,1025845000.0
2019,FIN_INVESTMENTS_LT,2284204000.0
2019,GA_EXPENSES,-2405576000.0
2019,GROSS_PROFIT,10411236000.0
2019,INVEST_CF,-314350000.0
2019,LEASE_LONG,0.0
2019,LEASE_SHORT,0.0
2019,NET_INCOME,155467000.0
2019,NET_INCOME_CONT,155467000.0
2019,OPER_CF,1300356000.0
2019,REVENUE,14444690000.0
2019,SELLING_EXPENSES,-6395586000.0
2019,TAXES,-149099000.0
2019,TOTAL_ASSETS,21184512000.0
2019,TOTAL_LIABILITIES,21184512000.0
